id,name,artist,duration,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,lyrics,Language,label_1,score_1,label_2,score_2
6VnCcBy5kUxbmsjXlh23JF,Somewhere over the Rainbow,Tony Bennett,236866,8,0.481,0.688,0.301,1.03e-06,0.0645,-8.869,0.0362,116.732,0.327,"When all the world is a hopeless jumble
And the raindrops tumble all around
Heaven opens a magic lane
When all the clouds darken up the skyway
There's a rainbow highway to be found
Leading from your windowpane
To a place behind the sun
Just a step beyond the rain
Somewhere, over the rainbow
Way up high
There's a land that I dreamed of
Once in a lullabye
Somewhere, over the rainbow
Skies are blue
And the dreams that you dare to dream
Really do come true
Some day I'll wish upon a star and wake up where the clouds are far behind me
Where laughter falls like lemon drops away above the chimney tops
That's where you'll find me
Somewhere, over the rainbow
Skies are blue
And the dreams that you dare to dream
Really do come true
You might also likeIf happy little bluebirds fly
Beyond the rainbow
Why, oh, why can't I?Embed",en,LABEL_0,0.5718488693237305,LABEL_1,0.4281511604785919
0hkQzs40igs4L40MXUJ9mg,Let's Fall In Love,Tony Bennett,277333,4,0.153,0.786,0.386,0.000192,0.293,-8.787,0.0387,61.662,0.162,"I have a feeling, it's a feeling I'm concealing
And I don't know why
It's just a mental, incidental, sentimental alibi
But I adore you, so strong for you
Why go on stalling, I am falling
Love is calling, why be shy
Let's fall in love
Why shouldn't we fall in love
Our hearts are made of it
Let's take a chance
Why be afraid of it
Let's close our eyes
And make our own paradise
Little we know of it
Still we can try
To make a go of it
We might have been meant for each other
To be or not to be, let our hearts discover
Let's fall in love
Why shouldn't wе fall in love
Now is the time for it
Whilе we are young
Let's fall in love
You might also likeLet's close our eyes
And make our own paradise
Little we know of it
Still we can try
Now is the time for it
While we are young
Let's fall in loveEmbed",en,LABEL_0,0.49008500576019287,LABEL_1,0.5099149346351624
1CZ0JP3v4x1k1Kjrvvd0xa,New York State of Mind,Tony Bennett,400453,21,0.369,0.64,0.764,9.46e-06,0.976,-5.679,0.0627,111.015,0.315,"
Some folks like to get away
Take a holiday from the neighborhood
Hop a flight to Miami Beach
Or to Hollywood
Me, I'm taking a Greyhound
On the Hudson River Line
I'm in a New York state of mind

I've seen all the movie stars
In their fancy cars and their limousines
Been high in the Rockies under evergreens
But I know what I'm really needing
And I don't want to waste more time
I'm in a New York state of mind

It was so easy living day by day, haha
Out of touch with the rhythm and blues
Now I need a little give and take
The New York Times, The Daily News
Woah-oh

I'm in a New York state of mind
You might also like
It was so easy living day by day
Out of touch, out of touch with the rhythm and blues
Now I need a little give and take
Something like The New York Times, The Daily News
Ooh-woo-ooh-ooh, woah

Come down to reality
It's fine with me 'cause I let it slide
I don't care if it's Chinatown or on Riverside
I don't have any reasons
I left them all behind
I'm in a New York state of mind

I'm just taking a Greyhound, oh-oh, on the Hudson River Line
I'm in a New York state of mind
Mind
New YorkEmbed",en,LABEL_0,0.5110607743263245,LABEL_1,0.4889392554759979
3seDctdI8WJlgbCzoCCIgh,I Can't Give You Anything but Love,Rufus Wainwright,389013,12,0.311,0.779,0.329,4.04e-05,0.979,-8.753,0.0359,51.346,0.0931,"Now that it's your birthday
I don't know what to do
Can't get you a Thunderbird
Or a penthouse with a view
Can't even buy a little present
I'm much too broke I find
But there is a way I can save the day
And I sure hope you don't mind that
I can't give you anything but love, baby
That's the only thing I've plenty of, baby
Dream a while
Scheme a while
You're sure to find
Happiness
And I guess
All the things you've always pined for
Gee I like to see you looking swell, baby
Diamond bracelets Woolworths doesn't sell, baby
'Til that lucky day you know darn well, baby
I can't give you anything but love
Gee I like to see you looking swell, baby
Diamond bracelets Woolworths doesn't sell, baby
'Til that lucky day you know darn well, baby
I can't give you anything
I can't give you anything
I can't give you anything but loveSee Rufus Wainwright LiveGet tickets as low as $93You might also likeEmbed",en,LABEL_0,0.4447326958179474,LABEL_1,0.5552672743797302
3giSAdFOdYGxHJzoPnKF1a,Nature Boy,Tony Bennett,248426,0,0.288,0.953,0.266,0.00868,0.0907,-11.165,0.0291,138.745,0.253,"
There was a boy
A very strange enchanted boy
They say he wandered very far, very far
Over land and sea
A little shy and sad of eye
But very wise was he

And then one day, a magic day he passed my way
And while we spoke of many things
Fools and kings
This he said to me

""The greatest thing you'll ever learn
Is just to love and be loved in return""

And then one day, a magic day he passed my way
And while we spoke of many things
Fools and kings
This he said to me

""The greatest thing you'll ever learn
Is just to love and be loved in return""You might also like2Embed",en,LABEL_0,0.47482073307037354,LABEL_1,0.5251792073249817
45RQFwcp4WsXTzt21TCyeA,Let's Face The Music And Dance,Tony Bennett,126760,0,0.507,0.694,0.647,2.59e-05,0.408,-6.7,0.0566,122.182,0.674,"
There may be trouble ahead
But while there's moonlight and music and love and romance
Let's face the music and dance

Before the fiddlers have fled
Before they ask us to pay the bill
And while we still have the chance
Let's face the music and dance

Soon we'll be without the moon
Hummin' a different tune
And then

There may be teardrops to shed
So while there's moonlight and music and love and romance
Let's face the music and dance

Take it
Come on

You might also like
Soon we'll be without the moon
Hummin' a different tune
And then, and then

There maybe teardrops to shed
But while there's moonlight and music and love and romance
Let's face the music and dance, dance
Let's face the music and dance1Embed",en,LABEL_0,0.48762834072113037,LABEL_1,0.5123716592788696
2z48zFeT7ynMhVDuYfcpcq,god bless the child,Billy Holliday,244600,32,0.648,0.691,0.0949,0.0144,0.106,-20.724,0.0406,104.736,0.349,"Ooh, yeah
Ooh, yeah
Them that's got shall get
Them that's not shall lose
For the Bible says and it still is news
Oh, your mama may have
Your daddy may have
But God bless the child that's got his own
That's got his own
Now, the strong, they get more
While all the weak ones fade away
Empty pockets don't ever, no, no
They don't make the grade
Ooh, your mama may have
And your daddy may have his too
But God bless the child
That can stand up in the world and say
""I got my own""
When you got money
You got lots of friends who...
Well, they'll come knockin' on...
They come visit round your door
Oh, but when the money's gone
And all the spendin' ends
All the spendin' ends
They don't come around your house
Not your big old house, no, no more
You might also likeRich relations, they might give you
A little crust of bread and such
You can help yourself, baby
But don't you take, don't you take too much
Mama may have
Your daddy may have his too
But God, He bless the child that's got his own
Ooh, God bless the child got his own
Yeah, yeah
Oh, yes, He do
Thank you, Lordy
Yeah, yeah
Well, God bless the child
God bless Billie Holliday
God bless you, Billy Crystal, oh
Wherever you is
Yeah, yeah
Oh, yeah
Shooby dooby dooby
Okay, thank you very muchEmbed",en,LABEL_0,0.5297105312347412,LABEL_1,0.4702894687652588
4S1PQu6IPLn3KPocEXp0T4,When I Fall in Love,Nat King Cole,191200,0,0.243,0.814,0.171,0.00523,0.102,-17.543,0.037,126.599,0.0897,"
When I fall in love
It will be forever
Or I'll never fall in love
In a restless world like this is
Love is ended before it's begun
And too many moonlight kisses
Seem to cool in the warmth of the sun

When I give my heart
It will be completely
Or I'll never give my heart
And the moment I can feel that
You feel that way too
Is when I fall in love with you
And the moment I can feel that you feel that way too
Is when I'll fall in love with you
And the moment I can feel that you feel that way too
Is when I'll fall in love with youYou might also like4Embed",en,LABEL_0,0.48553863167762756,LABEL_1,0.5144613981246948
2waiAcLQiqlX5bzvLtNUA0,Fly Me To The Moon (In Other Words),Nat King Cole,211173,47,0.299,0.969,0.133,0.000138,0.101,-17.555,0.0356,100.795,0.069,"
Oh, it's often used many words to say a simple thing
It takes thought and time and rhyme to make a poem sing
With music and words I've been playing
For you I have written this song
To be sure that you know what I'm saying
I'll translate as I go along

Fly me to the moon
And let me play among the stars
Let me see what spring is like
On Jupiter and Mars
In other words, hold my hand
In other words, darling, kiss me
Fill my heart with song
And let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, I love you


Fill my heart with song
And let me sing forevermore
You are all I long for
All I worship and adore
In other words, please be true
In other words, I love youYou might also likeEmbed",en,LABEL_0,0.4668743312358856,LABEL_1,0.533125638961792
2MAMKyVDaei008snxzXzT8,It Was A Very Good Year,Frank Sinatra,267240,0,0.184,0.867,0.141,0.0,0.116,-15.369,0.0316,81.779,0.135,"
When I was seventeen
It was a very good year
It was a very good year for small town girls
And soft summer nights
We'd hide from the lights
On the village green
When I was seventeen

When I was twenty-one
It was a very good year
It was a very good year for city girls
Who lived up the stair
With all that perfumed hair
And it came undone
When I was twenty-one

When I was thirty-five
It was a very good year
It was a very good year for blue-blooded girls
Of independent means
We'd ride in limousines
Their chauffeurs would drive
When I was thirty-five
You might also like
But now the days are short
I'm in the autumn of the year
And now I think of my life as vintage wine
From fine old kegs
From the brim to the dregs
It poured sweet and clear
It was a very good year5Embed",en,LABEL_0,0.46562832593917847,LABEL_1,0.5343716740608215
44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,Elvis Presley,182360,80,0.396,0.941,0.293,0.000196,0.105,-14.062,0.0275,100.307,0.343,"
Wise men say
""Only fools rush in""
But I can't help
Falling in love with you

Shall I stay?
Would it be a sin
If I can't help
Falling in love with you?

Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be

Take my hand
Take my whole life, too
For I can't help
Falling in love with you

Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be
You might also like
Take my hand
Take my whole life, too
For I can't help
Falling in love with you
For I can't help
Falling in love with you114Embed",en,LABEL_0,0.48432624340057373,LABEL_1,0.515673816204071
5G48UeHatQc9ALlaZ5FAtF,I Just Can't Help Believin' - Live,Elvis Presley,278760,0,0.478,0.509,0.318,3.83e-06,0.983,-13.774,0.0386,141.561,0.321,"Cumberland Plateau, Tennessee Valley and
Unaka Mountains Region -
Bluegrass and String Band Music
Bluegrass and string band music has one of the most fiercely loyal audiences in American music.  Followers don't look at it so much as entertainment as they do a way of life.  You'll frequently see the makeup of these bands are family members, and many make it their life's work.  That kind of devotion says a lot about the values they see in the music. Whether it's history and tradition they hear, or that they hear it as a true expression of Americana, the performers and their audiences are passionate. You'll find a great presentation of this in a thesis by Leslie Blake Price entitled Bluegrass Nation: A Historical and Cultural Analysis of America's Truest Music.
Any discussion of country or bluegrass music must acknow-ledge the contributions of the Carter Family.  They were one of the most influential groups in country music history, and they moved the emphasis from hillbilly instrumentals to ""folk stories in song"".  The original group consisted of A.P., his wife Sara, and her sister Maybelle.  They influenced all that followed in country and folk music, from Woody Guthrie, Pete Seeger and Doc Watson all the way up to Bob Dylan, Emmylou Harris and Ketch Secor.
It's unlikely that bluegrass music would exist today without the Carter Family's contributions. A.P. collected hundreds of Appalachian folk songs and rearranged them into the classics we have today.  They recorded hundreds of songs. but ""Will the Circle Be Unbroken"", ""Wildwood Flower"", and ""Keep on the Sunny Side"" will give you a good sense of what their music did to build the folk tradition in country music.
That foundation work was built-up by those who followed.  In bluegrass, there are no better examples of where we are today today than Earl Skruggs' ""Foggy Mountain Breakdown"", the Foggy Mountain Boys' ""Rollin' in My Sweet Baby's Arms"" or the Osborne Brothers' ""Rocky Top"", but here is a short list of more recent (and also great) examples of bluegrass and string music:Old Crow Medicine Show's ""Sweet Amarillo""The SteelDrivers' ""Wearin' a Hole""The Grascals' ""Old Friend of Mine""Dailey & Vincent's ""Take Me Back (And Leave Me There)""Aly Bain, Jerry Douglas and Russ Barenberg's
""St. Anne's Reel""Wilson Banjo Company's ""95 Years""Yonder Mountain String Band's ""Alison""Top Ten Music Shrines in Tennessee
If you're into music and history, here are some great places to visit when you're in Tennessee:In the Coastal Plains region:Graceland - Memphis
Elvis promised his parents he'd build them the finest house in town, and put an end to years of struggle. Graceland was the fulfillment of that dream.Sun Studios - Memphis
Johhny Cash, Carl Perkins, Elvis Presley and Jerry Lee Lewis recorded here - all at the same time.Stax American Soul Music Museum - Memphis
Stax made hit soul music in the 50s and 60s, and this is one of only a few museums dedicated to soul.In the Nashville Basin region:Country Music Hall of Fame - Nashville
The museum’s core exhibition is ""Sing Me Back Home: A Journey Through Country Music"". It's a full-immersion experience.Ryman Auditorium - Nashville
The first Grand Ole Opry started here in 1925. It's almost like being in a cathedral.Johnny Cash Museum - Nashville
It's captivating, real and raw - just like Cash himself.Jack Daniel's Distillery - Lynchburg
What, you ask, does Jack Daniel's Old No. 7 have to do with Tennessee music?In the Cumberland/TN Valley/Unaka Mtns region:Cumberland Caverns - McMinnville
Bluegrass concerts are presented every month in the Volcano Room of Cumberland Caverns. They've been featured on NBC and PBS.Dollywood - Pigeon Forge
Think of it as Disneyland with a bluegrass soundtrack.Birthplace of Country Music Museum - Bristol
Tells the story of the 1927 Bristol Sessions recordings that included the Carter Family and Jimmie RodgersTennessee Artists:Here's a list of some of the most famous musicians that were born in Tennessee or made the state their home. Each artist is listed with one - three songs to give you a sampler of their music. The list is long, but not comprehensive. Think of it as a primer. (With apologies to our Texas readers for the inclusion of Townes Van Zandt and other sons of the republic. But they, and many from other states, did make their home in Tennessee for a while.)
-A-
Roy Acuff country singer and fiddler
""Wabash Cannonball"", ""Tennessee Waltz""
Trace Adkins  country singer
""Honky Tonk Badonkadonk"", ""Arlington"",
""You're Gonna Miss This""
Jessi Alexander country singer
""Honeysuckle Sweet"", ""Fool Me Again""
Deborah Allen country songwriter and singer
""Baby I Lied""
Duane Allman rock guitarist and songwriter
""Goin' Down Slow"", ""Ramblin' Man"", ""Whipping Post""
Gregg Allman rock singer-songwriter
""Midnight Rider"", ""Tuesday's Gone""
Jessica Andrews country singer
""Who I Am"", ""There's More To Me Than You"",
""Now I Know""
Eddy Arnold  country singer
""I Walk Alone"", ""You Don't Know Me""
Clarence Ashley country singer and musician
""Amazing Grace"", ""The Coo Coo Bird"", ""The House Carpenter""
Rodney Atkins country singer
""If You're Going Through Hell"", ""Watching You"", ""Farmer's Daughter""
-B-
Barefoot Jerry country-rock band
""Smokies"", ""In God We Trust"", ""Proud To Be A Redneck""
Bobby Bare Jr country-rock singer and musician
""The Sky Is The Ground"", ""But I Do"", ""What Difference Does It Make""
William Bell r&b singer and composer
""Poison in the Well"", ""The Three of Me"",
""All The Things You Can't Remember""
Luke Benward country and pop singer
""Had me / Hello"", ""Let Your Love Out""
Big & Rich (band) country
""Lovin' Lately"", ""Save a Horse (Ride a Cowboy)""
Bobby Bland  soul singer
""(If Loving You is Wrong) I Don't Want to Be Right"",
""(I Wouldn't Treat a Dog (the Way You Treated Me""
Son Bonds  blues singer
""Give Me That Old Time Religion""
Pat Boone  pop singer
""Love Letters in the Sand""
Jenn Bostic  country singer
""Jealous of the Angels""
-C-
Deana Carter  country singer
""I'm Just a Girl"", ""Strawberry Wine""
June Carter Cash  country singer
""Will You Miss Me When I'm Gone"", ""Wildwood Flower"",
""Country Girl""
Johnny Cash  country and gospel singer
""Folsom Prison Blues"", ""I Walk the Line"", ""Ring of Fire""
Rosanne Cash  country singer
""Two Girls"", ""Seven Year Ache""
Kenny Chesney  country singer
""American Kids"", ""Come Over"", ""Pirate Flag""
Eric Church  country singer-songwriter
""Talladega"", ""Mistress Named Music"", ""Jack Daniels""
Guy Clark country singer-songwriter
""L.A. Freeway"", ""Desperados Waiting for a Train"",
""Homegrown Tomatoes""
Kelly Clarkson  country singer
""Because of You"", ""Piece by Piece"",
""Stronger (What Doesn't Kill You)""
Patsy Cline  country singer
""Crazy"", ""Walking After Midnight"", ""Back in Baby's Arms""
Mark Collie  country singer
""In Time"", ""It Is No Secret""
Citizen Cope  rock and soul singer
""Penitentiary"", ""Let the Drummer Kick""
Rita Coolidge  pop and country singer
""All Time High"", ""I Don't Want To Talk About It""
Hank Crawford  r&b and soul jazz saxophonist
""Wildflower"", ""Corazón""
Miley Cyrus   country and pop singer
""Wrecking Ball"", ""23"", ""We Can't Stop""
-D-
Trent Dabbs  alternative rock and pop singer-songwriter
""Off We Go"", ""Don't Believe in Stars""
Russell Dickerson  country singer
""Yours""
Whitney Duncan  country singer
""Skinny Dippin'""
Donald ""Duck"" Dunn (of Booker T. & the MG's)
Blues and r&b bassist
""Green Onions"", ""Sunny Monday""
-E-
Bobby Emmons  country keyboardist and songwriter
""Luckenbach Texas"", ""So Much Like My Dad""
Sleepy John Estes  blues singer
""Lawyer Clark Blues"", ""Milk Cow Blues""
Sara Evans  country singer
""A Little Bit Stronger"", ""The Case Against Last Man on Earth""
-F-
Lester Flatt (of Flatt & Scruggs and the Smokey Mountain Boys)  bluegrass guitarist and singer
""Cripple Creek"", ""Roll in My Sweet Baby's Arms""
Béla Fleck  bluegrass-jazz-rap fusion
""The Message""
Tennessee Ernie Ford country and gospel singer
""Sixteen Tons"", ""Old Time Religion"", ""The Bonnie Blue Flag""
Framing Hanley (band)  alternative rock
""You Stupid Girl"", ""Hear Me Now""
Aretha Franklin  soul and r&b singer
""(You Make Me Feel Like) A Natural Woman"", ""One Step Ahead"",
""Chain of Fools""
-G-
Tompall Glaser  country singer
""Put Another Log on the Fire"", ""T for Texas""
Al Green  soul and r&b singer
""Let's Stay Together"", ""How Can You Mend a Broken Heart?
-H-
Lucy Hale  pop singer and actress
""Make You Believe""
Bobby Hebb  pop and r&b singer
""Sunny"", ""Love, Love, Love""
John Hiatt  country, country blues and r&b singer-songwriter
""Terms of My Surrender"", ""You Must Go:, ""Walk On""
John Lee Hooker  blues singer
""Boom Boom"", ""Big Legs, Tight Skirt"",
""One Bourbon, One Scotch, One Beer""
-I-
Luther Ingram  soul and r&b singer
""(If Loving You is Wrong) I Don't Want to Be Right""
Sonya Isaacs  country singer
""I've Forgotten How You Feel""
Jason Isbell  country singer-songwriter
""24 Frames"", ""God is a Working Man"", ""Alabama Pines""
-J-
Alan Jackson  country singer
""Jim and Jack and Hank"", ""Mexico, Tequila and Me"", ""It's 5 O'Clock Somewhere""
Shooter Jennings  country singer-songwriter
""The Gunslinger"", ""Outlaw You""
George Jones  country singer
""The King is Gone (And Are You)"", ""He Stopped Loving Her Today"", ""Crawdad Song""
Wynonna Judd  country singer
""My Strongest Weakness"", ""Things That I Lean On"", ""Why Not Me""
-K-
Charles Kelley (of Lady Antebellum)  country singer
""Southern Accents"", ""The Only One Who Gets Me"", ""Bartender""
B.B. King  blues singer and guitarist
""How Blue Can You Get?, ""The Thrill is Gone"",
""When Love Comes to Town""
Kings of Leon  alternative rock
""Wait For Me"", ""Waste a Moment"", ""Use Somebody""
Kris Kristofferson  country singer-songwriter
""Sunday Morning Coming Down"", ""Me and Bobby McGee"",
""For the Good Times""
-L-
Lady Antebellum  country trio
""Need You Now"", ""Just a Kiss"", ""Golden""
Doyle Lawson & Quicksilver  inspirational string band
""Whatever Happened to Us"", ""Dixie Road""
Jackie Lee  country singer
""She Does"", ""Headphones""
Kimberly Locke  pop and r&b singer
""8th World Wonder"", ""Coulda Been""
Dustin Lynch  country singer
""Hell of a Night"", ""Seein' Red""
-M-
Uncle Dave Macon  bluegrass banjoist and singer
""Rock About My Saro Jane"", ""Way Down the Old Plank Road""
Barbara Mandrell  country singer
""""I'll Leave Something Good Behind"", ""Woman to Woman"",
""I Was Country When Country Wasn't Cool""
Jimmy Martin  country banjoist, guitarist and singer
""Tennessee"", ""Free Born Man""
Martina McBride  country singer-songwriter
""Anyway"", ""Concrete Angel"", ""Independence Day""
Mindy McCready  country singer
""Guys Do It All The Time"", ""Ten Thousand Angels""
Paul McDonald and Nikki Reed (duo)  alternative rock singers
""Watch Me"", ""All I've Ever Needed""
Ronnie McDowell  country singer
""I Dream of a Woman Like You"",
""You're Gonna Ruin My Bad Reputation""
Sam McGee  country blues guitarist and singer
""Railroad Blues""
Tim McGraw  country singer-songwriter
""Humble and Kind"", ""Live Like You Were Dying"", ""Don't Take the Girl""
Ken Mellons  country singer
""Workin' For the Weekend"", ""Keepin' It Country""
Memphis Minnie  blues singer, guitarist and songwriter
“Me and My Chauffeur Blues”, “In My Girlish Days”,
“Nothing in Rambling”
Memphis Slim  blues singer, pianist and composer
""Steppin' Out"", ""Mother Earth""
Leslie Mills  pop singer, songwriter, record producer and actress
""Wings"", ""Making My Way""
Tonya Mitchell  former pop singer
""Broken Promises"", ""I Represent""
Don Moen  gospel singer-songwriter and producer
""God With Us"", ""God Will Make a Way"", ""Emmanuel Has Come""
Ashley Monroe  country singer-songwriter
""Satisfied"", ""I Don't Want To"", ""On to Something Good""
Kip Moore  country singer
""That Was Us"", ""Wild Ones"", ""Running For You""
Craig Morgan  country singer
""That's What I Love About Sunday"", ""Redneck Yacht Club"", """"International Harvester""""
Lorrie Morgan  country singer
""Five Minutes"", ""What Part of No"", ""I Didn't Know My Own Strength""
Charlie Musselwhite  blues harmonicist
""Crazy For My Baby"", ""Help Me""
Meg Myers  alternative rock singer-songwriter
""Lemon Eyes"", ""Desire""
-O-
Old Crow Medicine Show  folk and bluegrass band
""Sweet Amarillo"", ""We Don't Grow Tobacco"", ""Wagon Wheel""
Roy Orbison  rockabilly singer-songwriter
""You Got It"", ""Oh, Pretty Woman"", ""Crying""
Chord Overstreet  pop and country singer
""Homeland""
-P-
Paramore (band)  alternative rock
""Ain't it Fun"", ""Still Into You"", ""Misery Business""
Dolly Parton  country singer-songwriter
""Jolene"", ""I Will Always Love You"", ""Coat of Many Colors""
Johnny Paycheck  country singer-songwriter
""Take This Job and Shove It"". ""Colorado Kool-Aid"", ""Old Violin""
Minnie Pearl  country singer and comedian
""How To Catch a Man""
Ann Peebles  blues, r&b and soul singer
""I Can't Stand the Rain"", ""99 Pounds"",
""Trouble, Heartaches and Sadness""
Carl Perkins  rockabilly singer-songwriter
""Blue Suede Shoes"", ""Matchbox"", ""Rockabilly Music""
The Band Perry  country and pop band
""If I Die Young"", ""Better Dig Two"", ""Don’t Let Me Be Lonely""
Elvis Presley  rockabilly, country, gospel, pop, r&b, and rock singer
""Viva Las Vegas"", ""How Great Thou Art"", ""Burning Love""
Margo Price  country singer-songwriter
""Hands of Time"", ""Hurtin' (On the Bottle)"", ""Desperate and Depressed""
-R-
Red (band) (A.K.A. R3D and RED)  alternative rock  and metal, christian rock and metal and  hard rock band
""Breathe Into Me"", ""Start Again"", ""Darkest Part""
Jerry Reed 
Country and country rock singer-songwriter and actor
""Amos Moses"", ""When You're Hot, You're Hot"", ""Ko-Ko Joe""
Tex Ritter  country and western singer and actor
""You Two-Timed Me One Time Too Often"", ""Deck of Cards"",
""High Noon (Do Not Forsake Me)""
Marty Robbins  country, western and rockabilly singer-songwriter
""El Paso"", ""My Woman, My Woman, My Wife"", ""Big Iron""
Jimmie F. Rodgers  folk, pop and rock singer
""Honeycomb"", ""Kisses Sweeter Than Wine"", ""English Country Garden""
-S-
Hillary Scott (of Lady Antebellum)  country and christian singer
""Thy Will"", ""Need You Now"", ""Downtown""
Earl Scruggs bluegrass banjoist
""Foggy Mountain Breakdown"", ""Wreck of the Old 97"",
""Ballad of Jed Clampett""
Randy Scruggs  guitarist
""My Secret Life"", ""City of New Orleans""
Blake Shelton  country singer
""Mine Would Be You"", ""She's Got a Way with Words"",
""Bet You Still Think About Me""
Danny Shirley (of Confederate Railroad)
Country and southern rock singer
""Queen of Memphis"", ""Daddy Never was the Cadillac Kind""
Skillet  christian rock
""Monster"", ""Back From the Dead""
Carl Smith country singer
""Don't Just Stand There"", ""Time's A Wastin""
Chris Stapleton  country singer-songwriter
""Traveller"", ""Tennessee Whiskey"", ""Parachute""
The SteelDrivers  country-rock and bluegrass band
""If it Hadn't Been for Love"", ""Ghosts of Mississippi"",
""Drinkin' Dark Whiskey""
Edwin Starr  soul, r&b and psychedelic funk singer
""War"", ""25 Miles""
Frank Stokes  blues guitarist
""Downtown Blues""
Marty Stuart  country singer
""Burn Me Down"", ""Tempted""
Taylor Swift  country and pop singer-songwriter
""Blank Space"", ""Wildest Dreams"", ""Bad Blood""
-T-
Justin Timberlake  pop and r&b singer
""Sexy Back"", ""Can't Stop the Feeling"", ""Rock Your Body""
Ernest Tubb  country singer
""Pass the Booze"", ""Pick Me Up on Your Way Down""
Ike Turner  r&b and rock guitarist
""Proud Mary"", ""She Made My Blood Run Cold""
Tina Turner r&b and pop singer
""Private Dancer"", ""Better Be Good to Me"", ""Nutbush City Limits""
-U-
Usher  r&b, pop and hip hop singer
""No Limit"", ""U Got it Bad"", ""OMG""
-V-
Townes Van Zandt country singer-songwriter
""Pancho and Lefty"", ""White Freight Liner Blues"", ""Waiting 'Round to Die""
-W-
Kitty Wells  country singer
""It Wasn't God Who Made Honky Tonk Angels""
Dottie West  country singer
""Would You Hold It Against Me"", ""Country Sunshine""
Drake White  country singer
""Livin' the Dream"", ""It Feels Good""
Maurice White (of Earth, Wind & Fire) soul singer
""Stand By Me"", ""Sunday Morning"", ""System of Survival""
Hank Williams III country singer-songwriter)
""Rebel Within"", ""Troopers Hollar""
Mark Wills country singer
""Don't Laugh At Me"", ""19 Somethin'
Sonny Boy Williamson II  blues singer
""Keep it to Yourself"", ""All My Love In Vain""
Darryl Worley  country singer
""Have You Forgotten"", ""I Miss My Friend""
Tammy Wynette  country singer
""Stand By Your Man"", ""I'm Only a Woman""This is the end of the 3 page article on the music of Tennessee
Use these navigation links to continue:
| Go to Page 1 | Go to Page 2 |  Go to top of this page |Embed",en,LABEL_0,0.5040128827095032,LABEL_1,0.4959871470928192
5AK3ntNDic9KUHBNO2fT4N,Go to the River,Yael Naim,256665,0,0.636,0.69,0.573,6.37e-05,0.0747,-8.1,0.0803,166.355,0.314,"When you feel ashamed go to the river
When you’re feeling sad go to the river
When you’re feeling blue inside, immersed and tied
When you’re feeling stuck in pain, forever
Go go go go – go tonight, you
Sigh and sigh inside you long for
More, more of the life you had be
Fore fore fore, let the seasons
Arrive and dive let the winter snow and
Glow glow when the wind will blow just
Flow flow, eventually you will know
When you’re feeling bad, go to the river
When you’re feeling mad, go to the river
When you feel it blows your mind, cause you can’t find
When you feel you’re going blind, you can’t deny… I say
Go go go with the river flow you
Hide hide hide – but the river gets wide dont
Row, row, with everything you
Know , know, know, all you’ve carried inside
Side side, let the water unwind – don’t
Fight, fight – the river is right – let
Go, go, eventually you will grow
When you feel you’ll lose your mind – they’ll let you slide
When you feel you go insane – they let you die
Go go the river will know
Blow blow, the river will blow
Go go ,the wind will sigh
Blow blow the leaves can die
Go go the seeds will grow
Blow blow, the river will slow
Go go the years go by
Blow blow, with the river go…
Go go go go in your soul you
Try to fly but never get high you’re
Low low – wishing for the
Tide to rise – hold your feelings inside
Side side side – let the river glide and
Slow slow, the winter will go you
Know know know – with everything you’ll grow
Whatever comes will go
Go go go down the river below you
Sigh sigh sigh and the years go by and
So , so, the leaves will fall but
More more more, you wanted even more just
Go go go with the river flow, you
Can’t decide cause the river gets wild you
Know, know that there’s no goal no
Sign , sign …
Eventually you will findYou might also likeEmbed",en,LABEL_0,0.4821968674659729,LABEL_1,0.5178030729293823
2KsB7fuQtp0ARKl5v7fFhs,Far Far,Yael Naim,260985,0,0.624,0.795,0.294,0.0,0.0908,-11.156,0.0326,61.899,0.19,"
Far far, there was this little girl
She was praying for something to happen to her
Everyday she writes words and more words
Just to speak out the thoughts that keep floating inside
And she's strong when the dreams come
Cause they take her, cover her, they are all over
The reality looks far now, but don't go

How can you stay outside?
There's a beautiful mess inside
How can you stay outside?
There's a beautiful mess inside, oh

Far, far there was this little girl
She was praying for something good to happen to her
From time to time there are colors and shapes
Dazzling her eyes, tickling her hands
They invent her a new world with
Oil skies and aquarel rivers
But don't you run away already
Please don't go

How can you stay outside?
There's a beautiful mess inside
How can you stay outside?
There's a beautiful mess inside
Take a deep breath and dive
There's a beautiful mess inside
How can you stay outside?
There's a beautiful mess, beautiful mess inside
Beautiful, beautiful

Far far, there was this little girl
She was praying for something big to happen to her
Every night she hears beautiful strange music
It's everywhere, there's nowhere to hide
But if it fades she begs, ""Oh Lord, don't take it from me
Don't take it yourselves""
I guess I'll have to give it birth, to give it birth
I guess, I guess I have to give it birth
I guess I have to, have to give it birth
There's a beautiful mess inside and it's everywhere
So shake it yourself now deep inside
Deeper than you ever dared
Deeper than you ever dared
There's a beautiful mess inside
Beautiful mess inside1Embed",en,LABEL_0,0.5397900938987732,LABEL_1,0.4602099061012268
